source,question_id,insight_subject (auto-filled),insight_direction (auto-filled),raw_value_stem (auto-filled),descriptor_interest_id,raw_value_answer_option (auto-filled),mapped_to_insight_tag,insight_tag_suggestions
camera_roll,,,WHO_I_AM,Reading,,,Enjoys reading,
camera_roll,,,WHO_I_AM,Sculpture,,,Art is important in my life,
camera_roll,,,WHO_I_AM,Stand up Comedy,,,Enjoys comedy shows,
camera_roll,,,WHO_I_AM,Symphony,,,Likes classical music,
camera_roll,,,WHO_I_AM,theater,,,Enjoys visiting theaters,
camera_roll,,,WHO_I_AM,Viewing paintings,,,Enjoys exploring art galleries,
camera_roll,,,WHO_I_AM,Vinyl,,,Music lover,
camera_roll,,,WHO_I_AM,writing,,,Likes creative writing,
camera_roll,,,WHO_I_AM,Desert,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Downtown,,,Enjoys the outdoors,
camera_roll,,,WHO_I_AM,Farm,,,Enjoys the outdoors,
camera_roll,,,WHO_I_AM,Forest,,,Enjoys the outdoors,
camera_roll,,,WHO_I_AM,Golf Course,,,Enjoys golf,
camera_roll,,,WHO_I_AM,Graffiti,,,Likes to draw or paint,
camera_roll,,,WHO_I_AM,Hot Springs,,,Mind-body wellness enthusiast,
camera_roll,,,WHO_I_AM,Lake,,,Enjoys the outdoors,
camera_roll,,,WHO_I_AM,Mountain Range,,,Enjoys hiking,
camera_roll,,,WHO_I_AM,Ocean,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Park,,,Enjoys the outdoors,
camera_roll,,,WHO_I_AM,Playground,,,Enjoys the outdoors,
camera_roll,,,WHO_I_AM,Rainforest,,,Enjoys the outdoors,
camera_roll,,,WHO_I_AM,Skyline,,,Enjoys photography,
camera_roll,,,WHO_I_AM,Snow,,,Enjoys the outdoors,
camera_roll,,,WHO_I_AM,Vineyard,,,Enjoys the outdoors,
camera_roll,,,WHO_I_AM,Waterfall,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Zoo,,,Animal lover,
camera_roll,,,WHO_I_AM,Baking,,,Loves to bake,
camera_roll,,,WHO_I_AM,Bar,,,Social drinker,
camera_roll,,,WHO_I_AM,BBQ,,,Eats meat,
camera_roll,,,WHO_I_AM,Beer Garden,,,Beer lover,
camera_roll,,,WHO_I_AM,Buffet,,,Global foodie explorer,
camera_roll,,,WHO_I_AM,Burgers,,,Burger lover,
camera_roll,,,WHO_I_AM,Burrito,,,Mexican food lover,
camera_roll,,,WHO_I_AM,Casual dining,,,Enjoys dining out,
camera_roll,,,WHO_I_AM,Ceviche,,,Prefers healthy foods,
camera_roll,,,WHO_I_AM,charcuterie,,,Enjoys fine dining,
camera_roll,,,WHO_I_AM,cheese plate,,,Sophisticated cheese enthusiast,
camera_roll,,,WHO_I_AM,Cocktails,,,Cocktail lover,
camera_roll,,,WHO_I_AM,Coffee,,,Coffee lover,
camera_roll,,,WHO_I_AM,Cookies,,,Enjoys cookies,
camera_roll,,,WHO_I_AM,Cooking,,,Loves to cook,
camera_roll,,,WHO_I_AM,Craft Beer,,,Beer lover,
camera_roll,,,WHO_I_AM,Curry,,,Indian food lover,
camera_roll,,,WHO_I_AM,Dessert,,,Sweet tooth,
camera_roll,,,WHO_I_AM,Donuts,,,Enjoys donuts,
camera_roll,,,WHO_I_AM,Dumplings,,,Chinese food lover,
camera_roll,,,WHO_I_AM,Falafel,,,Prefers healthy foods,
camera_roll,,,WHO_I_AM,Fine dining,,,Enjoys fine dining,
camera_roll,,,WHO_I_AM,Food trucks,,,Street food lover,
camera_roll,,,WHO_I_AM,Fruits,,,Likes fresh fruits,
camera_roll,,,WHO_I_AM,House Parties,,,Enjoys parties,
camera_roll,,,WHO_I_AM,Hummus,,,Prefers healthy foods,
camera_roll,,,WHO_I_AM,Ice Cream,,,Enjoys ice cream,
camera_roll,,,WHO_I_AM,Music concert,,,Enjoys live music performances,
camera_roll,,,WHO_I_AM,Nachos,,,Mexican food lover,
camera_roll,,,WHO_I_AM,Parties,,,Enjoys parties,
camera_roll,,,WHO_I_AM,Pasta,,,Pasta lover,
camera_roll,,,WHO_I_AM,Picnic,,,Enjoys picnics,
camera_roll,,,WHO_I_AM,Pizza,,,Pizza lover,
camera_roll,,,WHO_I_AM,Ramen,,,Ramen lover,
camera_roll,,,WHO_I_AM,Restaurant,,,Likes to visit new restaurants,
camera_roll,,,WHO_I_AM,Salad,,,Salad lover,
camera_roll,,,WHO_I_AM,Sandwich,,,Global foodie explorer,
camera_roll,,,WHO_I_AM,Seafood,,,Seafood lover,
camera_roll,,,WHO_I_AM,Shopping mall,,,Enjoys shopping,
camera_roll,,,WHO_I_AM,smoothie,,,Likes making smoothies or blended drinks,
camera_roll,,,WHO_I_AM,Steak,,,Eats meat,
camera_roll,,,WHO_I_AM,Sushi,,,Sushi lover,
camera_roll,,,WHO_I_AM,Tacos,,,Taco lover,
camera_roll,,,WHO_I_AM,Tapas,,,Spanish food lover,
camera_roll,,,WHO_I_AM,Wine,,,Wine lover,
camera_roll,,,WHO_I_AM,Birthday,,,Likes to socialize through live events,
camera_roll,,,WHO_I_AM,Graduation,,,High school graduate,
camera_roll,,,WHO_I_AM,Moving,,,Appreciates good humor,
camera_roll,,,WHO_I_AM,Wedding,,,Likes to socialize through live events,
camera_roll,,,WHO_I_AM,Athleisure,,,Fitness is important,
camera_roll,,,WHO_I_AM,Business attire,,,Career-focused,
camera_roll,,,WHO_I_AM,Casual wear,,,All about comfort and simplicity,
camera_roll,,,WHO_I_AM,Colorful Outfit,,,Cheerful,
camera_roll,,,WHO_I_AM,Costume wear,,,Enjoys makeup artistry or cosplay,
camera_roll,,,WHO_I_AM,Floral Outfit,,,Cheerful,
camera_roll,,,WHO_I_AM,Formal wear,,,Organized and detail-oriented,
camera_roll,,,WHO_I_AM,Gothic Style,,,Reserved and introspective,
camera_roll,,,WHO_I_AM,Leather jacket,,,Fashion enthusiast,
camera_roll,,,WHO_I_AM,solo,,,Independent and bold,
camera_roll,,,WHO_I_AM,Streetwear,,,All about comfort and simplicity,
camera_roll,,,WHO_I_AM,Swim wear,,,Enjoys poolside gatherings,
camera_roll,,,WHO_I_AM,Vintage Style,,,Fashion enthusiast,
camera_roll,,,WHO_I_AM,Big Ben,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Blue Mosque,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Burj Khalifa,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Christ the Redeemer,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,CN Tower,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Eiffel Tower,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Golden Gate Bridge,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Great Wall,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Hollywood Sign,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Louvre,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Manchu Picchu,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Niagara Falls,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Notre Dame,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Pyramids of Giza,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Sky Tower,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Statue of Liberty,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Sydney Opera House,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Taj Mahal,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Versailles,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Artist,,,Works in the arts and media industry,
camera_roll,,,WHO_I_AM,Barista,,,Coffee lover,
camera_roll,,,WHO_I_AM,Chef,,,Works in the food and beverage industry,
camera_roll,,,WHO_I_AM,Photographer,,,Works in the arts and media industry,
camera_roll,,,WHO_I_AM,Aquarium,,,Enjoys aquarium visits,
camera_roll,,,WHO_I_AM,Backpacking,,,Enjoys traveling,
camera_roll,,,WHO_I_AM,Beach Bars,,,Likes beach trips,
camera_roll,,,WHO_I_AM,Camping,,,Enjoys camping,
camera_roll,,,WHO_I_AM,Foraging,,,Enjoys gardening,
camera_roll,,,WHO_I_AM,Foraging,,,Enjoys gardening,
camera_roll,,,WHO_I_AM,In a farm,,,Enjoys gardening,
camera_roll,,,WHO_I_AM,In a garden,,,Enjoys gardening,
camera_roll,,,WHO_I_AM,Mountains,,,Enjoys hiking,
camera_roll,,,WHO_I_AM,Near a mountain,,,Enjoys hiking,
camera_roll,,,WHO_I_AM,Near Lake,,,Enjoys the outdoors,
camera_roll,,,WHO_I_AM,Near prairie,,,Enjoys trekking,
camera_roll,,,WHO_I_AM,On a beach,,,Likes beach trips,
camera_roll,,,WHO_I_AM,Paddle Boarding,,,Aquatic sports enthusiast,
camera_roll,,,WHO_I_AM,Parabliding,,,Open to trying new adventure sports,
camera_roll,,,WHO_I_AM,Picnicking,,,Enjoys picnics,
camera_roll,,,WHO_I_AM,Sailing,,,Aquatic sports enthusiast,
camera_roll,,,WHO_I_AM,scuba,,,Aquatic sports enthusiast,
camera_roll,,,WHO_I_AM,Sunbathing,,,Enjoys the outdoors,
camera_roll,,,WHO_I_AM,Surfing,,,Aquatic sports enthusiast,
camera_roll,,,WHO_I_AM,Ziplining,,,Open to trying new adventure sports,
camera_roll,,,WHO_I_AM,Aquarium,,,Enjoys aquarium visits,
camera_roll,,,WHO_I_AM,bird,,,Bird lover,
camera_roll,,,WHO_I_AM,Bird Cage,,,Bird lover,
camera_roll,,,WHO_I_AM,cat,,,Cat lover,
camera_roll,,,WHO_I_AM,Cat Tree,,,Cat lover,
camera_roll,,,WHO_I_AM,dog,,,Dog lover,
camera_roll,,,WHO_I_AM,Dog Park,,,Dog lover,
camera_roll,,,WHO_I_AM,Dog Walking,,,Dog lover,
camera_roll,,,WHO_I_AM,fish,,,Animal lover,
camera_roll,,,WHO_I_AM,hamster,,,Animal lover,
camera_roll,,,WHO_I_AM,horse,,,Animal lover,
camera_roll,,,WHO_I_AM,lizard,,,Animal lover,
camera_roll,,,WHO_I_AM,parrot,,,Bird lover,
camera_roll,,,WHO_I_AM,Pet Food Bowl,,,Animal lover,
camera_roll,,,WHO_I_AM,Rabbit,,,Animal lover,
camera_roll,,,WHO_I_AM,reptile,,,Animal lover,
camera_roll,,,WHO_I_AM,snake,,,Animal lover,
camera_roll,,,WHO_I_AM,Terrarium,,,Plant parent,
camera_roll,,,WHO_I_AM,turtle,,,Animal lover,
camera_roll,,,WHO_I_AM,Acro Yoga,,,Does yoga,
camera_roll,,,WHO_I_AM,Archery,,,Enjoys archery,
camera_roll,,,WHO_I_AM,badminton,,,Enjoys badminton,
camera_roll,,,WHO_I_AM,Beach Vollyball,,,Volleyball fan,
camera_roll,,,WHO_I_AM,biking,,,Cyclist,
camera_roll,,,WHO_I_AM,bouldering,,,Enjoys climbing,
camera_roll,,,WHO_I_AM,Bowling,,,Bowler,
camera_roll,,,WHO_I_AM,boxing,,,Martial arts enthusiast,
camera_roll,,,WHO_I_AM,Car Racing,,,Motor sports fan,
camera_roll,,,WHO_I_AM,cheer leading,,,Enjoys dancing,
camera_roll,,,WHO_I_AM,Cricket,,,Enjoys cricket,
camera_roll,,,WHO_I_AM,Crossfit,,,Prefers gym-based fitness routines,
camera_roll,,,WHO_I_AM,Cycling,,,Cyclist,
camera_roll,,,WHO_I_AM,Dancing,,,Enjoys dancing,
camera_roll,,,WHO_I_AM,Field Hockey,,,Sports lover,
camera_roll,,,WHO_I_AM,Golf,,,Enjoys golf,
camera_roll,,,WHO_I_AM,Gym,,,Prefers gym-based fitness routines,
camera_roll,,,WHO_I_AM,Gymnastics,,,Sports lover,
camera_roll,,,WHO_I_AM,Hang Gliding,,,Open to trying new adventure sports,
camera_roll,,,WHO_I_AM,Hiking,,,Enjoys hiking,
camera_roll,,,WHO_I_AM,horse riding,,,Sports lover,
camera_roll,,,WHO_I_AM,Hunting,,,Open to trying new adventure sports,
camera_roll,,,WHO_I_AM,Ice Skating,,,Winter sports enthusiast,
camera_roll,,,WHO_I_AM,Lacrosse,,,Sports lover,
camera_roll,,,WHO_I_AM,Martial Arts,,,Martial arts enthusiast,
camera_roll,,,WHO_I_AM,Pickleball,,,Sports lover,
camera_roll,,,WHO_I_AM,Pilates,,,Mind-body wellness enthusiast,
camera_roll,,,WHO_I_AM,Playing Hockey,,,Winter sports enthusiast,
camera_roll,,,WHO_I_AM,Plays Baseball,,,Enjoys baseball,
camera_roll,,,WHO_I_AM,Plays Basketball,,,Enjoys basketball,
camera_roll,,,WHO_I_AM,Plays Football,,,Enjoys football,
camera_roll,,,WHO_I_AM,Plays Soccer,,,Enjoys soccer,
camera_roll,,,WHO_I_AM,Rollerskating,,,Urban sports enthusiast,
camera_roll,,,WHO_I_AM,Rowing,,,Aquatic sports enthusiast,
camera_roll,,,WHO_I_AM,Rugby,,,Enjoys rugby,
camera_roll,,,WHO_I_AM,Running,,,Enjoys cardiovascular exercises,
camera_roll,,,WHO_I_AM,Skateboarding,,,Urban sports enthusiast,
camera_roll,,,WHO_I_AM,Skiing,,,Winter sports enthusiast,
camera_roll,,,WHO_I_AM,Skydiving,,,Open to trying new adventure sports,
camera_roll,,,WHO_I_AM,Snorkeling,,,Aquatic sports enthusiast,
camera_roll,,,WHO_I_AM,Snowboarding,,,Winter sports enthusiast,
camera_roll,,,WHO_I_AM,Snowmobiling,,,Winter sports enthusiast,
camera_roll,,,WHO_I_AM,Snowshoeing,,,Winter sports enthusiast,
camera_roll,,,WHO_I_AM,Swimming,,,Aquatic sports enthusiast,
camera_roll,,,WHO_I_AM,Tennis,,,Enjoys tennis,
camera_roll,,,WHO_I_AM,Watching Baseball,,,Enjoys baseball,
camera_roll,,,WHO_I_AM,Watching Basketball,,,Enjoys basketball,
camera_roll,,,WHO_I_AM,Watching Football,,,Enjoys football,
camera_roll,,,WHO_I_AM,Watching Hockey,,,Winter sports enthusiast,
camera_roll,,,WHO_I_AM,Watching Soccer,,,Enjoys soccer,
camera_roll,,,WHO_I_AM,Weightlifting,,,Prefers gym-based fitness routines,
camera_roll,,,WHO_I_AM,White Water Rafting,,,Aquatic sports enthusiast,
camera_roll,,,WHO_I_AM,Windsurfing,,,Aquatic sports enthusiast,
camera_roll,,,WHO_I_AM,Working out,,,Fitness is important,
camera_roll,,,WHO_I_AM,Yoga,,,Does yoga,
camera_roll,,,WHO_I_AM,Acupuncture,,,Mind-body wellness enthusiast,
camera_roll,,,WHO_I_AM,Healing crystals,,,Mind-body wellness enthusiast,
camera_roll,,,WHO_I_AM,Meditation,,,Mind-body wellness enthusiast,
camera_roll,,,WHO_I_AM,Stretching,,,Mind-body wellness enthusiast,
camera_roll,,,WHO_I_AM,Tai Chi,,,Mind-body wellness enthusiast,
question,QID100,Adventurousness,WHO_I_AM,You prefer outdoor activities.,,No,nan,
question,QID100,Adventurousness,WHO_I_AM,You prefer outdoor activities.,,Yes,Enjoys the outdoors,
question,QID101,Adventurousness,WHO_I_AM,How do you generally spend your weekend?,,Relaxing at home,Relaxes on weekends,
question,QID101,Adventurousness,WHO_I_AM,How do you generally spend your weekend?,,Catching up on work or studying,Productive on weekends,
question,QID101,Adventurousness,WHO_I_AM,How do you generally spend your weekend?,,Going out to bars,Prefers nightlife on weekends,
question,QID101,Adventurousness,WHO_I_AM,How do you generally spend your weekend?,,"Galleries, museums, concerts",Enjoys culture on weekends,
question,QID101,Adventurousness,WHO_I_AM,How do you generally spend your weekend?,,Other,nan,
question,QID105,Travel compatibility,WHO_I_AM,Time for a vacation! What's your plan?,,Relaxing on the beach,Prefers beach relaxation vacations,
question,QID105,Travel compatibility,WHO_I_AM,Time for a vacation! What's your plan?,,Exploring new cities,Enjoys urban vacations,
question,QID105,Travel compatibility,WHO_I_AM,Time for a vacation! What's your plan?,,Festivals or concerts,Enjoys music based vacations,
question,QID105,Travel compatibility,WHO_I_AM,Time for a vacation! What's your plan?,,Somewhere in nature,Prefers nature-focused vacations,
question,QID106,Travel compatibility,WHO_I_AM,What's your top priority when traveling?,,The food scene,Food focused traveler,
question,QID106,Travel compatibility,WHO_I_AM,What's your top priority when traveling?,,Experiencing new cultures,Culture focused traveler,
question,QID106,Travel compatibility,WHO_I_AM,What's your top priority when traveling?,,Exploring tourist attractions,Touristy traveler,
question,QID106,Travel compatibility,WHO_I_AM,What's your top priority when traveling?,,Relaxing,Relaxation focused traveler,
question,QID107,Travel compatibility,WHO_I_AM,Travel is a big part of my life.,,No,nan,
question,QID107,Travel compatibility,WHO_I_AM,Travel is a big part of my life.,,Yes,Travel is a big part of my life,
question,QID113,Alcohol consumption,WHO_I_WANT,I prefer someone who doesn't drink alcohol.,,No,nan,
question,QID113,Alcohol consumption,WHO_I_WANT,I prefer someone who doesn't drink alcohol.,,Yes,Non-drinker,
question,QID116,Dining compatibility,WHO_I_AM,Date night! Which restaurant would be your first choice?,,Italian,Enjoys Italian food,
question,QID116,Dining compatibility,WHO_I_AM,Date night! Which restaurant would be your first choice?,,Asian,Enjoys Asian food,
question,QID116,Dining compatibility,WHO_I_AM,Date night! Which restaurant would be your first choice?,,American,Enjoys American food,
question,QID116,Dining compatibility,WHO_I_AM,Date night! Which restaurant would be your first choice?,,Vegetarian,Enjoys vegetarian food,
question,QID118,Dining compatibility,WHO_I_AM,It's a weeknight. How do you decide what's for dinner?,,Health first. Fuel the body right,Health-conscious eater,
question,QID118,Dining compatibility,WHO_I_AM,It's a weeknight. How do you decide what's for dinner?,,"Cravings rule. If it's tasty, I'm eating it",Craving-driven eater,
question,QID118,Dining compatibility,WHO_I_AM,It's a weeknight. How do you decide what's for dinner?,,Whatever I've meal planned,Meal planner,
question,QID118,Dining compatibility,WHO_I_AM,It's a weeknight. How do you decide what's for dinner?,,New is ideal. I love trying new spots,Enjoys trying new places,
question,QID124,Food preference,WHO_I_AM,How often do you grab fast food?,,Never,Avoids fast food,
question,QID124,Food preference,WHO_I_AM,How often do you grab fast food?,,Rarely,Rarely eats fast food,
question,QID124,Food preference,WHO_I_AM,How often do you grab fast food?,,Sometimes,Sometimes eats fast food,
question,QID124,Food preference,WHO_I_AM,How often do you grab fast food?,,Regularly,Regularly eats fast food,
question,QID124,Food preference,WHO_I_AM,How often do you grab fast food?,,Frequently,Frequently eats fast food,
question,QID126,Food preference,WHO_I_AM,How often do you order takeout or delivery each week?,,Never,Never orders takeout,
question,QID126,Food preference,WHO_I_AM,How often do you order takeout or delivery each week?,,Rarely,Rarely orders takeout,
question,QID126,Food preference,WHO_I_AM,How often do you order takeout or delivery each week?,,Sometimes,Sometimes orders takeout,
question,QID126,Food preference,WHO_I_AM,How often do you order takeout or delivery each week?,,Regularly,Regularly orders takeout,
question,QID128,Food preference,WHO_I_AM,My grocery haul is mostly healthy foods.,,No,nan,
question,QID128,Food preference,WHO_I_AM,My grocery haul is mostly healthy foods.,,Yes,Prefers healthy foods,
question,QID129,Organization,WHO_I_AM,Your friends would call you a neat freak.,,No,nan,
question,QID129,Organization,WHO_I_AM,Your friends would call you a neat freak.,,Yes,Highly neat and organized,
question,QID136,Financial tendencies,WHO_I_AM,I'd rather save money for the future than live in the moment.,,No,nan,
question,QID136,Financial tendencies,WHO_I_AM,I'd rather save money for the future than live in the moment.,,Yes,Plans and saves for the future,
question,QID138,Financial tendencies,WHO_I_AM,What's your money management style?,,I stick to a strict budget,Sticks to a budget,
question,QID138,Financial tendencies,WHO_I_AM,What's your money management style?,,"I budget, but I'm flexible with it",Flexible with a budget,
question,QID138,Financial tendencies,WHO_I_AM,What's your money management style?,,I track my spending casually,nan,
question,QID138,Financial tendencies,WHO_I_AM,What's your money management style?,,I'm more on the spontaneous side,nan,
question,QID138,Financial tendencies,WHO_I_AM,What's your money management style?,,None of the above,nan,
question,QID144,Active lifestyle compatibility,WHO_I_AM,What motivates you to exercise?,,My competition,Motivated to exercise,
question,QID144,Active lifestyle compatibility,WHO_I_AM,What motivates you to exercise?,,My health goals,Motivated to exercise,
question,QID144,Active lifestyle compatibility,WHO_I_AM,What motivates you to exercise?,,The endorphin rush,Motivated to exercise,
question,QID144,Active lifestyle compatibility,WHO_I_AM,What motivates you to exercise?,,"Not much, really",Unmotivated to exercise,
question,QID145,Active lifestyle compatibility,WHO_I_AM,You'd love to work out with your partner.,,No,nan,
question,QID145,Active lifestyle compatibility,WHO_I_AM,You'd love to work out with your partner.,,Yes,Open to exercising together,
question,QID154,Active lifestyle compatibility,WHO_I_AM,Staying fit is important to you. ,,No,nan,
question,QID154,Active lifestyle compatibility,WHO_I_AM,Staying fit is important to you. ,,Yes,Motivated to exercise,
question,QID158,Extroversion compatibility,WHO_I_AM,"You're definitely a ""night out"" kind of person.",,No,nan,
question,QID158,Extroversion compatibility,WHO_I_AM,"You're definitely a ""night out"" kind of person.",,Yes,Enjoys going out at night,
question,QID160,Extroversion compatibility,WHO_I_AM,How do you feel about traveling as a group?,,Meh,nan,
question,QID160,Extroversion compatibility,WHO_I_AM,How do you feel about traveling as a group?,,"Not really into it, but I can handle it",Prefers to travel solo,
question,QID160,Extroversion compatibility,WHO_I_AM,How do you feel about traveling as a group?,,Open to it most of the time,Generally open to group travel,
question,QID160,Extroversion compatibility,WHO_I_AM,How do you feel about traveling as a group?,,Love it!,Loves to travel with friends,
question,QID161,Extroversion compatibility,WHO_I_AM,What kind of social activities do you tend to enjoy the most?,,Parties,Enjoys parties,
question,QID161,Extroversion compatibility,WHO_I_AM,What kind of social activities do you tend to enjoy the most?,,Sports,Enjoys sports,
question,QID161,Extroversion compatibility,WHO_I_AM,What kind of social activities do you tend to enjoy the most?,,Concerts,Enjoys concerts,
question,QID161,Extroversion compatibility,WHO_I_AM,What kind of social activities do you tend to enjoy the most?,,Chilling alone or with a close group,Enjoys intimate social settings,
question,QID161,Extroversion compatibility,WHO_I_AM,What kind of social activities do you tend to enjoy the most?,,None of the above,nan,
question,QID162,Daily routine compatibility,WHO_I_AM,You're very much a night owl. ,,No,nan,
question,QID162,Daily routine compatibility,WHO_I_AM,You're very much a night owl. ,,Yes,Active at night,
question,QID163,Daily routine compatibility,WHO_I_AM,You're open to your partner having a different sleep schedule from yours. ,,No,Similar sleep schedule is important,
question,QID163,Daily routine compatibility,WHO_I_AM,You're open to your partner having a different sleep schedule from yours. ,,Yes,Open to different sleep schedules,
question,QID166,Extroversion compatibility,WHO_I_AM,You feel energized after hanging out with a big group of friends. ,,No,Introverted,
question,QID166,Extroversion compatibility,WHO_I_AM,You feel energized after hanging out with a big group of friends. ,,Yes,Extroverted,
question,QID168,Extroversion compatibility,WHO_I_AM,You need time alone at home on weekends.,,No,Extroverted,
question,QID168,Extroversion compatibility,WHO_I_AM,You need time alone at home on weekends.,,Yes,Introverted,
question,QID170,Extroversion compatibility,WHO_I_AM,Do you prefer to spend your free time alone or with others?,,With others,Extroverted,
question,QID170,Extroversion compatibility,WHO_I_AM,Do you prefer to spend your free time alone or with others?,,Alone,Introverted,
question,QID170,Extroversion compatibility,WHO_I_AM,Do you prefer to spend your free time alone or with others?,,It depends!,Balances social and alone time,
question,QID170,Extroversion compatibility,WHO_I_AM,Do you prefer to spend your free time alone or with others?,,Prefer not to say,nan,
question,QID180,Directness,WHO_I_AM,You don't mind if you and your partner have different opinions. ,,No,nan,
question,QID180,Directness,WHO_I_AM,You don't mind if you and your partner have different opinions. ,,Yes,Open to differences,
question,QID197,Career priorities,WHO_I_AM,"For you, work is all about building an empire. ",,No,nan,
question,QID197,Career priorities,WHO_I_AM,"For you, work is all about building an empire. ",,Yes,Career-focused,
question,QID199,Ambition,WHO_I_WANT,I want to meet someone who is highly ambitious.,,No,nan,
question,QID199,Ambition,WHO_I_WANT,I want to meet someone who is highly ambitious.,,Yes,Wants an ambitious partner,
question,QID206,Political alignment,WHO_I_AM,You're very interested in politics. ,,No,Not interested in politics,
question,QID206,Political alignment,WHO_I_AM,You're very interested in politics. ,,Yes,Follows politics,
question,QID207,Political alignment,WHO_I_AM,Sharing political views matters to me in a relationship.,,No,nan,
question,QID207,Political alignment,WHO_I_AM,Sharing political views matters to me in a relationship.,,Yes,Prefers simliar political views,
question,QID217,Family values,WHO_I_AM,Following your family traditions is important to you.,,No,nan,
question,QID217,Family values,WHO_I_AM,Following your family traditions is important to you.,,Yes,Values family traditions,
question,QID219,Family values,WHO_I_AM,You enjoy gatherings with close family.,,No,nan,
question,QID219,Family values,WHO_I_AM,You enjoy gatherings with close family.,,Yes,Enjoys time with family,
question,QID224,Family values,WHO_I_AM,How often do you speak with your family?,,I talk or text with them every day,Regularly connects with family,
question,QID224,Family values,WHO_I_AM,How often do you speak with your family?,,I stay in touch a few times a week,Regularly connects with family,
question,QID224,Family values,WHO_I_AM,How often do you speak with your family?,,I check in occasionally,nan,
question,QID224,Family values,WHO_I_AM,How often do you speak with your family?,,"I’m more independent, we don't talk much",nan,
question,QID224,Family values,WHO_I_AM,How often do you speak with your family?,,Prefer not to say,nan,
question,QID258,Career priorities,WHO_I_AM,You'd take a job with a lot of travel required.,,No,nan,
question,QID258,Career priorities,WHO_I_AM,You'd take a job with a lot of travel required.,,Yes,Open to travel for work,
question,QID259,Career priorities,WHO_I_AM,Climbing the career ladder is important to you.,,No,nan,
question,QID259,Career priorities,WHO_I_AM,Climbing the career ladder is important to you.,,Yes,Career-focused,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,BaconAndEggs,Enjoys bacon and eggs,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Banana,Enjoys bananas,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Bread,Enjoys bread,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Cereal,Enjoys cereal,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Chocolate,Enjoys chocolate,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Crepe,Enjoys crepes,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Croissant,Enjoys croissants,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,DimSum,Enjoys dim sum,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Donut,Enjoys donuts,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Muffin,Enjoys muffins,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Noodle,Enjoys noodles,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,PanCake,Enjoys pancake,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Sandwich,Enjoys sandwiches,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Waffle,Enjoys waffles,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,Yogurt,Enjoys yogurt,
question,QID282,Food preference,WHO_I_AM,Rise and shine! What's for breakfast? Choose all that apply.,,None of the above,nan,
question,QID316,Career priorities,WHO_I_AM,"You work to live, not live to work. ",,No,Career-focused,
question,QID316,Career priorities,WHO_I_AM,"You work to live, not live to work. ",,Yes,Balances work and life,
question,QID317,Creative date preferences,WHO_I_AM,You work on creative projects for fun. ,,No,nan,
question,QID317,Creative date preferences,WHO_I_AM,You work on creative projects for fun. ,,Yes,Enjoys creative projects,
question,QID318,Artistry,WHO_I_WANT,Handmade gifts are more meaningful to you.,,No,nan,
